Date,f_qqq_green,f_qqq_above_sma20,f_qqq_trend,f_qqq_ret5_pos,f_mag7_ge4,f_mag7_ge5,f_mag7_ge6,f_qqq_and_mag7,f_full_regime,f_strong_regime
2024-07-01,False,False,False,False,False,False,False,False,False,False
2024-07-02,False,False,False,False,False,False,False,False,False,False
2024-07-03,True,False,False,False,False,False,False,False,False,False
2024-07-05,True,False,False,False,False,False,False,False,False,False
2024-07-08,True,False,False,False,False,False,False,False,False,False
2024-07-09,True,False,False,False,False,False,False,False,False,False
2024-07-10,True,False,False,True,False,False,False,False,False,False
2024-07-11,True,False,False,True,False,False,False,False,False,False
2024-07-12,False,False,False,True,False,False,False,False,False,False
2024-07-15,False,False,False,False,False,False,False,False,False,False
2024-07-16,False,False,False,False,False,False,False,False,False,False
2024-07-17,False,False,False,False,False,False,False,False,False,False
2024-07-18,False,False,False,False,False,False,False,False,False,False
2024-07-19,False,False,False,False,False,False,False,False,False,False
2024-07-22,False,False,False,False,False,False,False,False,False,False
2024-07-23,False,False,False,False,False,False,False,False,False,False
2024-07-24,False,False,False,False,False,False,False,False,False,False
2024-07-25,False,False,False,False,False,False,False,False,False,False
2024-07-26,False,False,False,False,False,False,False,False,False,False
2024-07-29,False,False,False,False,False,False,False,False,False,False
2024-07-30,False,False,False,False,False,False,False,False,False,False
2024-07-31,False,False,False,False,False,False,False,False,False,False
2024-08-01,False,False,False,True,False,False,False,False,False,False
2024-08-02,False,False,False,True,False,False,False,False,False,False
2024-08-05,False,False,False,False,False,False,False,False,False,False
2024-08-06,False,False,False,False,False,False,False,False,False,False
2024-08-07,False,False,False,False,False,False,False,False,False,False
2024-08-08,False,False,False,False,False,False,False,False,False,False
2024-08-09,False,False,False,False,False,False,False,False,False,False
2024-08-12,False,False,False,True,False,False,False,False,False,False
2024-08-13,False,False,False,True,False,False,False,False,False,False
2024-08-14,True,True,True,True,False,False,False,False,False,False
2024-08-15,True,True,True,True,False,False,False,False,False,False
2024-08-16,True,True,True,True,True,True,False,True,True,True
2024-08-19,True,True,True,True,True,True,True,True,True,True
2024-08-20,True,True,True,True,True,True,True,True,True,True
2024-08-21,True,True,True,True,True,True,True,True,True,True
2024-08-22,True,True,True,True,True,True,True,True,True,True
2024-08-23,False,True,False,True,True,True,False,False,False,False
2024-08-26,False,True,False,True,True,True,True,False,False,False
2024-08-27,False,True,False,False,True,True,True,False,False,False
2024-08-28,False,True,False,False,True,True,True,False,False,False
2024-08-29,False,True,False,False,False,False,False,False,False,False
2024-08-30,False,True,False,False,True,True,False,False,False,False
2024-09-03,False,True,False,False,True,True,True,False,False,False
2024-09-04,False,False,False,False,False,False,False,False,False,False
2024-09-05,False,False,False,False,False,False,False,False,False,False
2024-09-06,False,False,False,False,False,False,False,False,False,False
2024-09-09,False,False,False,False,False,False,False,False,False,False
2024-09-10,False,False,False,False,False,False,False,False,False,False
2024-09-11,False,False,False,False,False,False,False,False,False,False
2024-09-12,False,False,False,True,False,False,False,False,False,False
2024-09-13,False,True,False,True,True,True,False,False,False,False
2024-09-16,True,True,True,True,True,True,False,True,True,True
2024-09-17,True,True,True,True,True,False,False,True,True,False
2024-09-18,True,True,True,True,True,True,False,True,True,True
2024-09-19,False,True,False,True,True,True,False,False,False,False
2024-09-20,True,True,True,True,True,True,True,True,True,True
2024-09-23,True,True,True,True,True,True,True,True,True,True
2024-09-24,True,True,True,True,True,True,True,True,True,True
2024-09-25,True,True,True,True,True,True,True,True,True,True
2024-09-26,False,True,False,True,True,True,True,False,False,False
2024-09-27,True,True,True,True,True,True,True,True,True,True
2024-09-30,False,True,False,True,True,True,True,False,False,False
2024-10-01,False,True,False,True,True,True,True,False,False,False
2024-10-02,False,True,False,False,True,True,False,False,False,False
2024-10-03,False,True,False,False,True,True,False,False,False,False
2024-10-04,False,True,False,False,True,True,False,False,False,False
2024-10-07,True,True,True,True,True,True,False,True,True,True
2024-10-08,False,True,False,False,False,False,False,False,False,False
2024-10-09,True,True,True,True,True,True,False,True,True,True
2024-10-10,True,True,True,True,False,False,False,False,False,False
2024-10-11,True,True,True,True,False,False,False,False,False,False
2024-10-14,True,True,True,True,True,True,False,True,True,True
2024-10-15,True,True,True,True,True,True,False,True,True,True
2024-10-16,False,True,False,True,True,True,False,False,False,False
2024-10-17,False,True,False,False,False,False,False,False,False,False
2024-10-18,False,True,False,False,False,False,False,False,False,False
2024-10-21,False,True,False,True,False,False,False,False,False,False
2024-10-22,False,True,False,False,False,False,False,False,False,False
2024-10-23,True,True,True,True,True,True,True,True,True,True
2024-10-24,False,False,False,False,False,False,False,False,False,False
2024-10-25,False,True,False,True,True,True,False,False,False,False
2024-10-28,False,True,False,True,True,True,True,False,False,False
2024-10-29,False,True,False,False,True,True,True,False,False,False
2024-10-30,False,True,False,True,True,True,True,False,False,False
2024-10-31,False,True,False,True,True,True,True,False,False,False
2024-11-01,False,False,False,False,False,False,False,False,False,False
2024-11-04,False,False,False,False,False,False,False,False,False,False
2024-11-05,False,False,False,False,False,False,False,False,False,False
2024-11-06,False,False,False,False,True,False,False,False,False,False
2024-11-07,False,True,False,True,True,True,False,False,False,False
2024-11-08,True,True,True,True,True,True,True,True,True,True
2024-11-11,True,True,True,True,True,True,True,True,True,True
2024-11-12,True,True,True,True,True,True,False,True,True,True
2024-11-13,False,True,False,True,True,True,True,False,False,False
2024-11-14,False,True,False,True,True,True,True,False,False,False
2024-11-15,False,True,False,False,True,True,False,False,False,False
2024-11-18,False,False,False,False,False,False,False,False,False,False
2024-11-19,False,True,False,False,True,False,False,False,False,False
2024-11-20,False,True,False,False,True,True,False,False,False,False
2024-11-21,False,True,False,False,True,True,False,False,False,False
2024-11-22,False,True,False,False,False,False,False,False,False,False
2024-11-25,False,True,False,True,False,False,False,False,False,False
2024-11-26,False,True,False,True,False,False,False,False,False,False
2024-11-27,False,True,False,True,True,True,False,False,False,False
2024-11-29,False,True,False,True,True,False,False,False,False,False
2024-12-02,False,True,False,True,True,True,False,False,False,False
2024-12-03,True,True,True,True,True,True,False,True,True,True
2024-12-04,True,True,True,True,True,True,False,True,True,True
2024-12-05,True,True,True,True,True,True,True,True,True,True
2024-12-06,True,True,True,True,True,True,True,True,True,True
2024-12-09,True,True,True,True,True,True,True,True,True,True
2024-12-10,False,True,False,True,True,True,True,False,False,False
2024-12-11,False,True,False,True,True,True,True,False,False,False
2024-12-12,True,True,True,True,True,True,True,True,True,True
2024-12-13,False,True,False,True,True,True,True,False,False,False
2024-12-16,True,True,True,True,True,True,True,True,True,True
2024-12-17,True,True,True,True,True,True,True,True,True,True
2024-12-18,False,True,False,True,True,True,True,False,False,False
2024-12-19,False,False,False,False,True,True,False,False,False,False
2024-12-20,False,False,False,False,True,True,False,False,False,False
2024-12-23,False,False,False,False,True,False,False,False,False,False
2024-12-24,False,True,False,False,True,True,False,False,False,False
2024-12-26,False,True,False,False,True,True,True,False,False,False
2024-12-27,False,True,False,True,True,True,False,False,False,False
2024-12-30,False,False,False,True,True,False,False,False,False,False
2024-12-31,False,False,False,False,True,False,False,False,False,False
2025-01-02,False,False,False,False,False,False,False,False,False,False
2025-01-03,False,False,False,False,False,False,False,False,False,False
2025-01-06,False,False,False,False,False,False,False,False,False,False
2025-01-07,False,True,False,True,True,False,False,False,False,False
2025-01-08,False,False,False,False,False,False,False,False,False,False
2025-01-10,False,False,False,True,False,False,False,False,False,False
2025-01-13,False,False,False,False,False,False,False,False,False,False
2025-01-14,False,False,False,False,False,False,False,False,False,False
2025-01-15,False,False,False,False,False,False,False,False,False,False
2025-01-16,False,False,False,True,False,False,False,False,False,False
2025-01-17,False,False,False,False,False,False,False,False,False,False
2025-01-21,False,True,False,True,True,True,True,False,False,False
2025-01-22,True,True,True,True,True,True,True,True,True,True
2025-01-23,True,True,True,True,True,True,False,True,True,True
2025-01-24,True,True,True,True,True,True,False,True,True,True
2025-01-27,True,True,True,True,True,True,False,True,True,True
2025-01-28,False,False,False,False,False,False,False,False,False,False
2025-01-29,False,True,False,False,True,True,False,False,False,False
2025-01-30,False,True,False,False,True,True,False,False,False,False
2025-01-31,False,True,False,False,True,False,False,False,False,False
2025-02-03,False,True,False,False,True,False,False,False,False,False
2025-02-04,False,False,False,True,False,False,False,False,False,False
2025-02-05,False,True,False,True,False,False,False,False,False,False
2025-02-06,True,True,True,True,False,False,False,False,False,False
2025-02-07,True,True,True,True,False,False,False,False,False,False
2025-02-10,False,True,False,True,False,False,False,False,False,False
2025-02-11,True,True,True,True,False,False,False,False,False,False
2025-02-12,True,True,True,True,False,False,False,False,False,False
2025-02-13,False,True,False,True,False,False,False,False,False,False
2025-02-14,True,True,True,True,False,False,False,False,False,False
2025-02-18,True,True,True,True,False,False,False,False,False,False
2025-02-19,True,True,True,True,False,False,False,False,False,False
2025-02-20,True,True,True,True,False,False,False,False,False,False
2025-02-21,False,True,False,True,False,False,False,False,False,False
2025-02-24,False,False,False,False,False,False,False,False,False,False
2025-02-25,False,False,False,False,False,False,False,False,False,False
2025-02-26,False,False,False,False,False,False,False,False,False,False
2025-02-27,False,False,False,False,False,False,False,False,False,False
2025-02-28,False,False,False,False,False,False,False,False,False,False
2025-03-03,False,False,False,False,False,False,False,False,False,False
2025-03-04,False,False,False,False,False,False,False,False,False,False
2025-03-05,False,False,False,False,False,False,False,False,False,False
2025-03-06,False,False,False,False,False,False,False,False,False,False
2025-03-07,False,False,False,False,False,False,False,False,False,False
2025-03-10,False,False,False,False,False,False,False,False,False,False
2025-03-11,False,False,False,False,False,False,False,False,False,False
2025-03-12,False,False,False,False,False,False,False,False,False,False
2025-03-13,False,False,False,False,False,False,False,False,False,False
2025-03-14,False,False,False,False,False,False,False,False,False,False
2025-03-17,False,False,False,False,False,False,False,False,False,False
2025-03-18,False,False,False,True,False,False,False,False,False,False
2025-03-19,False,False,False,True,False,False,False,False,False,False
2025-03-20,False,False,False,True,False,False,False,False,False,False
2025-03-21,False,False,False,True,False,False,False,False,False,False
2025-03-24,True,False,False,True,False,False,False,False,False,False
2025-03-25,True,True,True,True,True,True,False,True,True,True
2025-03-26,True,True,True,True,True,True,True,True,True,True
2025-03-27,False,False,False,True,False,False,False,False,False,False
2025-03-28,False,False,False,True,False,False,False,False,False,False
2025-03-31,False,False,False,False,False,False,False,False,False,False
2025-04-01,False,False,False,False,False,False,False,False,False,False
2025-04-02,False,False,False,False,False,False,False,False,False,False
2025-04-03,True,False,False,False,False,False,False,False,False,False
2025-04-04,False,False,False,False,False,False,False,False,False,False
2025-04-07,False,False,False,False,False,False,False,False,False,False
2025-04-08,False,False,False,False,False,False,False,False,False,False
2025-04-09,False,False,False,False,False,False,False,False,False,False
2025-04-10,False,False,False,False,True,False,False,False,False,False
2025-04-11,False,False,False,False,False,False,False,False,False,False
2025-04-14,False,False,False,True,False,False,False,False,False,False
2025-04-15,True,False,False,True,False,False,False,False,False,False
2025-04-16,True,False,False,True,False,False,False,False,False,False
2025-04-17,False,False,False,False,False,False,False,False,False,False
2025-04-21,False,False,False,False,False,False,False,False,False,False
2025-04-22,False,False,False,False,False,False,False,False,False,False
2025-04-23,True,False,False,False,False,False,False,False,False,False
2025-04-24,True,True,True,False,False,False,False,False,False,False
2025-04-25,True,True,True,True,True,True,True,True,True,True
2025-04-28,True,True,True,True,True,True,True,True,True,True
2025-04-29,True,True,True,True,True,True,True,True,True,True
2025-04-30,True,True,True,True,True,True,True,True,True,True
2025-05-01,True,True,True,True,True,True,True,True,True,True
2025-05-02,True,True,True,True,True,True,True,True,True,True
2025-05-05,True,True,True,True,True,True,True,True,True,True
2025-05-06,False,True,False,True,True,True,True,False,False,False
2025-05-07,False,True,False,True,True,True,True,False,False,False
2025-05-08,False,True,False,True,True,True,False,False,False,False
2025-05-09,False,True,False,True,True,True,False,False,False,False
2025-05-12,False,True,False,False,True,True,False,False,False,False
2025-05-13,True,True,True,True,True,True,True,True,True,True
2025-05-14,True,True,True,True,True,True,True,True,True,True
2025-05-15,True,True,True,True,True,True,True,True,True,True
2025-05-16,False,True,False,True,True,True,True,False,False,False
2025-05-19,False,True,False,True,True,True,True,False,False,False
2025-05-20,False,True,False,True,True,True,True,False,False,False
2025-05-21,False,True,False,True,True,True,True,False,False,False
2025-05-22,False,True,False,False,True,True,True,False,False,False
2025-05-23,False,True,False,False,True,True,True,False,False,False
2025-05-27,False,True,False,False,True,True,True,False,False,False
2025-05-28,False,True,False,False,True,True,True,False,False,False
2025-05-29,False,True,False,False,True,True,True,False,False,False
2025-05-30,False,True,False,True,True,True,True,False,False,False
2025-06-02,False,True,False,True,True,True,True,False,False,False
2025-06-03,False,True,False,True,True,True,True,False,False,False
2025-06-04,False,True,False,True,True,True,True,False,False,False
2025-06-05,False,True,False,True,True,True,False,False,False,False
2025-06-06,False,True,False,True,True,True,False,False,False,False
2025-06-09,False,True,False,True,True,True,False,False,False,False
2025-06-10,False,True,False,True,True,True,False,False,False,False
2025-06-11,False,True,False,True,True,True,False,False,False,False
2025-06-12,False,True,False,True,True,True,False,False,False,False
2025-06-13,False,True,False,True,True,True,False,False,False,False
2025-06-16,False,True,False,False,True,True,False,False,False,False
2025-06-17,False,True,False,True,True,True,False,False,False,False
2025-06-18,False,True,False,False,True,True,False,False,False,False
2025-06-20,False,True,False,False,True,True,False,False,False,False
2025-06-23,False,True,False,False,True,True,False,False,False,False
2025-06-24,False,True,False,True,True,True,False,False,False,False
2025-06-25,False,True,False,True,True,True,True,False,False,False
2025-06-26,False,True,False,True,True,True,False,False,False,False
2025-06-27,False,True,False,True,True,True,True,False,False,False
2025-06-30,True,True,True,True,True,True,True,True,True,True
2025-07-01,True,True,True,True,True,True,True,True,True,True
2025-07-02,False,True,False,True,True,True,True,False,False,False
2025-07-03,True,True,True,True,True,True,True,True,True,True
2025-07-07,True,True,True,True,True,True,True,True,True,True
2025-07-08,False,True,False,True,True,True,True,False,False,False
2025-07-09,False,True,False,True,True,True,False,False,False,False
2025-07-10,False,True,False,True,True,True,True,False,False,False
2025-07-11,False,True,False,True,True,True,True,False,False,False
2025-07-14,False,True,False,False,True,True,True,False,False,False
2025-07-15,False,True,False,True,True,True,True,False,False,False
2025-07-16,False,True,False,True,True,True,False,False,False,False
2025-07-17,False,True,False,True,True,True,True,False,False,False
2025-07-18,False,True,False,True,True,True,True,False,False,False
2025-07-21,False,True,False,True,True,True,True,False,False,False
2025-07-22,False,True,False,True,True,True,True,False,False,False
2025-07-23,False,True,False,True,True,True,True,False,False,False
2025-07-24,False,True,False,True,True,True,True,False,False,False
2025-07-25,False,True,False,True,True,True,False,False,False,False
2025-07-28,False,True,False,True,True,True,True,False,False,False
2025-07-29,False,True,False,True,True,True,True,False,False,False
2025-07-30,False,True,False,True,True,True,False,False,False,False
2025-07-31,False,True,False,True,True,True,False,False,False,False
2025-08-01,False,True,False,False,True,True,False,False,False,False
2025-08-04,False,False,False,False,True,False,False,False,False,False
2025-08-05,False,True,False,False,True,False,False,False,False,False
2025-08-06,False,False,False,False,True,False,False,False,False,False
2025-08-07,False,True,False,False,True,True,True,False,False,False
2025-08-08,False,True,False,True,True,True,True,False,False,False
2025-08-11,False,True,False,True,True,True,True,False,False,False
2025-08-12,False,True,False,True,True,True,True,False,False,False
2025-08-13,True,True,True,True,True,True,True,True,True,True
2025-08-14,True,True,True,True,True,True,True,True,True,True
2025-08-15,True,True,True,True,True,True,True,True,True,True
2025-08-18,False,True,False,True,True,True,True,False,False,False
2025-08-19,False,True,False,True,True,True,True,False,False,False
2025-08-20,False,False,False,False,True,False,False,False,False,False
2025-08-21,False,False,False,False,False,False,False,False,False,False
2025-08-22,False,False,False,False,False,False,False,False,False,False
2025-08-25,False,True,False,False,True,False,False,False,False,False
2025-08-26,False,True,False,False,True,True,False,False,False,False
2025-08-27,False,True,False,True,True,True,False,False,False,False
2025-08-28,False,True,False,True,True,True,False,False,False,False
2025-08-29,False,True,False,True,True,True,False,False,False,False
2025-09-02,False,False,False,False,True,False,False,False,False,False
2025-09-03,False,False,False,False,False,False,False,False,False,False
2025-09-04,False,False,False,False,False,False,False,False,False,False
2025-09-05,False,True,False,True,True,False,False,False,False,False
2025-09-08,False,True,False,False,True,False,False,False,False,False
2025-09-09,False,True,False,True,True,False,False,False,False,False
2025-09-10,True,True,True,True,True,True,False,True,True,True
2025-09-11,True,True,True,True,True,False,False,True,True,False
2025-09-12,True,True,True,True,True,False,False,True,True,False
2025-09-15,True,True,True,True,True,True,True,True,True,True
2025-09-16,True,True,True,True,True,True,True,True,True,True
2025-09-17,True,True,True,True,True,True,True,True,True,True
2025-09-18,False,True,False,True,True,True,True,False,False,False
2025-09-19,True,True,True,True,True,True,True,True,True,True
2025-09-22,True,True,True,True,True,True,True,True,True,True
2025-09-23,True,True,True,True,True,True,True,True,True,True
2025-09-24,False,True,False,True,True,True,False,False,False,False
2025-09-25,False,True,False,True,True,True,True,False,False,False
2025-09-26,False,True,False,False,True,True,False,False,False,False
2025-09-29,False,True,False,False,True,True,False,False,False,False
2025-09-30,False,True,False,False,True,True,False,False,False,False
2025-10-01,False,True,False,True,True,False,False,False,False,False
2025-10-02,True,True,True,True,True,True,False,True,True,True
2025-10-03,True,True,True,True,True,True,False,True,True,True
2025-10-06,False,True,False,True,True,False,False,False,False,False
2025-10-07,True,True,True,True,True,True,False,True,True,True
2025-10-08,False,True,False,True,True,False,False,False,False,False
2025-10-09,True,True,True,True,True,True,False,True,True,True
2025-10-10,True,True,True,True,True,True,False,True,True,True
2025-10-13,False,False,False,False,False,False,False,False,False,False
2025-10-14,False,True,False,False,False,False,False,False,False,False
2025-10-15,False,False,False,False,False,False,False,False,False,False
2025-10-16,False,True,False,False,False,False,False,False,False,False
2025-10-17,False,False,False,False,False,False,False,False,False,False
2025-10-20,False,True,False,True,False,False,False,False,False,False
2025-10-21,False,True,False,True,True,True,False,False,False,False
2025-10-22,False,True,False,True,True,True,True,False,False,False
2025-10-23,False,True,False,True,True,True,False,False,False,False
2025-10-24,False,True,False,True,True,True,True,False,False,False
2025-10-27,True,True,True,True,True,True,True,True,True,True
2025-10-28,True,True,True,True,True,True,True,True,True,True
2025-10-29,True,True,True,True,True,True,True,True,True,True
2025-10-30,True,True,True,True,True,True,True,True,True,True
2025-10-31,False,True,False,True,True,True,True,False,False,False
2025-11-03,False,True,False,True,True,True,False,False,False,False
2025-11-04,False,True,False,True,True,True,False,False,False,False
2025-11-05,False,True,False,False,True,True,False,False,False,False
2025-11-06,False,True,False,False,True,True,False,False,False,False
2025-11-07,False,False,False,False,True,False,False,False,False,False
2025-11-10,False,False,False,False,False,False,False,False,False,False
2025-11-11,False,True,False,False,True,False,False,False,False,False
2025-11-12,False,True,False,True,True,False,False,False,False,False
2025-11-13,False,True,False,False,True,False,False,False,False,False
2025-11-14,False,False,False,False,False,False,False,False,False,False
2025-11-17,False,False,False,False,False,False,False,False,False,False
2025-11-18,False,False,False,False,False,False,False,False,False,False
2025-11-19,False,False,False,False,False,False,False,False,False,False
2025-11-20,False,False,False,False,False,False,False,False,False,False
2025-11-21,False,False,False,False,False,False,False,False,False,False
2025-11-24,False,False,False,False,False,False,False,False,False,False
2025-11-25,False,False,False,True,False,False,False,False,False,False
2025-11-26,False,False,False,True,False,False,False,False,False,False
2025-11-28,False,True,False,True,False,False,False,False,False,False
2025-12-01,True,True,True,True,True,False,False,True,True,False
2025-12-02,True,True,True,True,True,False,False,True,True,False
2025-12-03,True,True,True,True,True,False,False,True,True,False
2025-12-04,True,True,True,True,True,False,False,True,True,False
2025-12-05,True,True,True,True,True,False,False,True,True,False
2025-12-08,True,True,True,True,True,False,False,True,True,False
2025-12-09,False,True,False,True,True,True,True,False,False,False
2025-12-10,False,True,False,True,True,True,True,False,False,False
2025-12-11,False,True,False,True,True,True,True,False,False,False
2025-12-12,False,True,False,True,True,True,False,False,False,False
2025-12-15,False,True,False,False,True,False,False,False,False,False
2025-12-16,False,False,False,False,False,False,False,False,False,False
2025-12-17,False,False,False,False,False,False,False,False,False,False
2025-12-18,False,False,False,False,False,False,False,False,False,False
2025-12-19,False,False,False,False,False,False,False,False,False,False
2025-12-22,False,True,False,True,True,False,False,False,False,False
2025-12-23,False,True,False,True,True,False,False,False,False,False
2025-12-24,False,True,False,True,True,True,True,False,False,False
2025-12-26,True,True,True,True,True,True,True,True,True,True
2025-12-29,True,True,True,True,True,True,True,True,True,True
2025-12-30,False,True,False,True,True,True,False,False,False,False
2025-12-31,False,True,False,True,True,True,False,False,False,False
2026-01-02,False,False,False,False,True,True,False,False,False,False
2026-01-05,False,False,False,False,False,False,False,False,False,False
2026-01-06,False,True,False,False,True,False,False,False,False,False
2026-01-07,True,True,True,True,True,False,False,True,True,False
2026-01-08,True,True,True,True,True,False,False,True,True,False
2026-01-09,False,True,False,True,False,False,False,False,False,False
2026-01-12,True,True,True,True,False,False,False,False,False,False
2026-01-13,True,True,True,True,False,False,False,False,False,False
2026-01-14,True,True,True,True,False,False,False,False,False,False
2026-01-15,False,True,False,False,False,False,False,False,False,False
2026-01-16,False,True,False,True,False,False,False,False,False,False
2026-01-20,False,True,False,False,False,False,False,False,False,False
2026-01-21,False,False,False,False,False,False,False,False,False,False
2026-01-22,False,False,False,False,False,False,False,False,False,False
2026-01-23,False,True,False,True,False,False,False,False,False,False
2026-01-26,False,True,False,True,True,True,False,False,False,False
2026-01-27,False,True,False,True,True,False,False,False,False,False
2026-01-28,True,True,True,True,True,True,False,True,True,True
2026-01-29,True,True,True,True,True,True,False,True,True,True
2026-01-30,False,True,False,True,True,True,False,False,False,False
2026-02-02,False,False,False,False,True,True,False,False,False,False
2026-02-03,False,True,False,True,True,False,False,False,False,False
2026-02-04,False,False,False,False,False,False,False,False,False,False
2026-02-05,False,False,False,False,False,False,False,False,False,False
2026-02-06,False,False,False,False,False,False,False,False,False,False
2026-02-09,False,False,False,False,False,False,False,False,False,False
2026-02-10,False,False,False,False,False,False,False,False,False,False
2026-02-11,False,False,False,False,False,False,False,False,False,False
2026-02-12,False,False,False,True,True,False,False,False,False,False
2026-02-13,False,False,False,True,False,False,False,False,False,False
2026-02-17,False,False,False,False,False,False,False,False,False,False
2026-02-18,False,False,False,False,False,False,False,False,False,False
2026-02-19,False,False,False,False,False,False,False,False,False,False
2026-02-20,False,False,False,False,False,False,False,False,False,False
2026-02-23,False,False,False,True,False,False,False,False,False,False
2026-02-24,False,False,False,False,False,False,False,False,False,False
2026-02-25,False,False,False,True,False,False,False,False,False,False
2026-02-26,True,True,True,True,False,False,False,False,False,False
2026-02-27,True,False,False,True,False,False,False,False,False,False
2026-03-02,False,False,False,False,False,False,False,False,False,False
2026-03-03,True,False,False,True,False,False,False,False,False,False
2026-03-04,False,False,False,False,False,False,False,False,False,False
2026-03-05,True,True,True,False,False,False,False,False,False,False
2026-03-06,True,True,True,False,False,False,False,False,False,False
2026-03-09,False,False,False,False,False,False,False,False,False,False
2026-03-10,True,True,True,False,False,False,False,False,False,False
2026-03-11,True,True,True,True,False,False,False,False,False,False
2026-03-12,True,True,True,False,True,True,True,True,True,True
2026-03-13,False,False,False,False,False,False,False,False,False,False
2026-03-16,False,False,False,False,False,False,False,False,False,False
2026-03-17,False,False,False,False,False,False,False,False,False,False
2026-03-18,False,False,False,False,False,False,False,False,False,False
2026-03-19,False,False,False,False,False,False,False,False,False,False
2026-03-20,False,False,False,False,False,False,False,False,False,False
2026-03-23,False,False,False,False,False,False,False,False,False,False
2026-03-24,False,False,False,False,False,False,False,False,False,False
2026-03-25,False,False,False,False,False,False,False,False,False,False
2026-03-26,False,False,False,False,False,False,False,False,False,False
2026-03-27,False,False,False,False,False,False,False,False,False,False
2026-03-30,False,False,False,False,False,False,False,False,False,False
2026-03-31,False,False,False,False,False,False,False,False,False,False
2026-04-01,False,False,False,False,False,False,False,False,False,False
2026-04-02,False,False,False,False,False,False,False,False,False,False
2026-04-06,False,False,False,True,False,False,False,False,False,False
2026-04-07,True,True,True,True,True,False,False,True,True,False
2026-04-08,True,True,True,True,True,False,False,True,True,False
2026-04-09,True,True,True,True,True,True,False,True,True,True
2026-04-10,True,True,True,True,True,True,False,True,True,True
2026-04-13,True,True,True,True,True,True,False,True,True,True
2026-04-14,True,True,True,True,True,True,True,True,True,True
2026-04-15,True,True,True,True,True,True,True,True,True,True
2026-04-16,True,True,True,True,True,True,True,True,True,True
2026-04-17,True,True,True,True,True,True,True,True,True,True
2026-04-20,True,True,True,True,True,True,True,True,True,True
2026-04-21,False,True,False,True,True,True,True,False,False,False
2026-04-22,False,True,False,True,True,True,True,False,False,False
2026-04-23,False,True,False,True,True,True,True,False,False,False
2026-04-24,False,True,False,True,True,True,True,False,False,False
2026-04-27,False,True,False,True,True,True,True,False,False,False
2026-04-28,False,True,False,True,True,True,True,False,False,False
2026-04-29,False,True,False,True,True,True,True,False,False,False
2026-04-30,False,True,False,True,True,True,True,False,False,False
2026-05-01,False,True,False,True,True,True,True,False,False,False
2026-05-04,False,True,False,True,True,True,True,False,False,False
2026-05-05,False,True,False,True,True,True,True,False,False,False
2026-05-06,True,True,True,True,True,True,False,True,True,True
2026-05-07,True,True,True,True,True,True,True,True,True,True
2026-05-08,True,True,True,True,True,True,True,True,True,True
2026-05-11,True,True,True,True,True,True,False,True,True,True
2026-05-12,True,True,True,True,True,True,False,True,True,True
2026-05-13,False,True,False,True,True,True,False,False,False,False
2026-05-14,False,True,False,True,True,True,False,False,False,False
2026-05-15,False,True,False,True,True,True,False,False,False,False
2026-05-18,False,True,False,False,True,True,False,False,False,False
2026-05-19,False,True,False,False,True,True,False,False,False,False
2026-05-20,False,True,False,False,True,True,False,False,False,False
2026-05-21,False,True,False,False,True,True,False,False,False,False
2026-05-22,False,True,False,False,True,True,True,False,False,False
2026-05-26,False,True,False,True,True,False,False,False,False,False
2026-05-27,False,True,False,True,True,True,False,False,False,False
2026-05-28,False,True,False,True,True,False,False,False,False,False
2026-05-29,False,True,False,True,True,True,False,False,False,False
2026-06-01,True,True,True,True,True,True,False,True,True,True
2026-06-02,True,True,True,True,False,False,False,False,False,False
2026-06-03,True,True,True,True,False,False,False,False,False,False
2026-06-04,False,True,False,True,False,False,False,False,False,False
2026-06-05,False,True,False,True,False,False,False,False,False,False
2026-06-08,False,False,False,False,False,False,False,False,False,False
2026-06-09,False,False,False,False,False,False,False,False,False,False
2026-06-10,False,False,False,False,False,False,False,False,False,False
2026-06-11,False,False,False,False,False,False,False,False,False,False
2026-06-12,False,False,False,False,False,False,False,False,False,False
2026-06-15,False,False,False,True,False,False,False,False,False,False
2026-06-16,False,True,False,True,False,False,False,False,False,False
2026-06-17,False,True,False,True,False,False,False,False,False,False
2026-06-18,False,False,False,True,False,False,False,False,False,False
2026-06-22,False,True,False,True,False,False,False,False,False,False
2026-06-23,False,True,False,True,False,False,False,False,False,False
2026-06-24,False,False,False,False,False,False,False,False,False,False
2026-06-25,False,False,False,False,False,False,False,False,False,False
2026-06-26,False,False,False,False,False,False,False,False,False,False
2026-06-29,False,False,False,False,False,False,False,False,False,False
2026-06-30,False,True,False,False,False,False,False,False,False,False
2026-07-01,False,True,False,True,False,False,False,False,False,False
2026-07-02,False,True,False,True,True,False,False,False,False,False
2026-07-06,False,False,False,False,True,True,False,False,False,False
2026-07-07,False,True,False,True,True,True,True,False,False,False
2026-07-08,False,False,False,False,True,True,True,False,False,False
2026-07-09,False,False,False,False,True,True,True,False,False,False
2026-07-10,False,True,False,False,True,True,True,False,False,False
